fuelType,rating,renterTripsTaken,reviewCount,location.city,location.latitude,location.longitude,location.state,owner.id,rate.daily,vehicle.make,vehicle.model,vehicle.type,vehicle.year
0,5.0,5,4,319,36.027076,-79.776682,27,6654606,140,33,404,4,2016
2,4.84,31,25,319,36.008383,-79.80783,27,1874412,50,11,275,0,2012
2,4.7,11,10,377,35.996497,-79.937669,27,5374465,30,39,173,0,2010
2,4.88,8,8,377,35.997493,-79.938834,27,5374465,30,8,194,0,2009
2,5.0,9,9,857,36.100646,-80.240562,27,14464536,48,37,290,2,2015
2,4.76,75,62,857,36.095296,-80.248456,27,8091390,49,50,424,2,2013
2,4.89,85,72,320,34.866107,-82.327231,38,8287531,60,46,476,2,2013
2,4.78,32,27,320,34.865755,-82.326297,38,8287531,48,22,312,2,2016
1,5.0,12,9,216,34.809538,-82.5161,38,10768929,150,48,287,0,2017
2,5.0,21,19,733,34.807432,-82.224626,38,10924223,38,3,21,0,2009
1,5.0,45,40,291,29.543178,-95.202342,40,5039637,99,48,287,0,2013
2,5.0,57,54,604,29.686872,-95.17043,40,7994776,120,10,73,0,2016
2,5.0,3,2,604,29.684742,-95.171258,40,7994776,85,8,99,0,2009
2,5.0,6,4,291,29.465291,-95.22261,40,2844865,35,8,141,4,2009
2,5.0,3,1,506,29.606214,-95.50274,40,10263974,199,33,164,2,2013
0,5.0,3,2,40,29.506902,-94.97637,40,183904,67,41,2,3,2015
2,5.0,4,3,197,29.4492,-95.067356,40,3078460,249,38,394,0,2015
1,5.0,7,7,291,29.54332,-95.20168,40,5039637,179,48,286,0,2020
1,4.75,5,4,389,29.743274,-95.770068,40,205890,115,48,286,0,2019
2,5.0,8,8,604,29.68643,-95.170914,40,7994776,75,9,269,0,2014
2,4.96,26,23,357,29.810746,-95.508476,40,183904,86,10,191,1,2017
2,5.0,6,4,357,29.744497,-95.347682,40,7008399,30,37,32,0,2016
2,5.0,29,24,425,29.537812,-95.069513,40,13529183,48,29,92,0,2016
2,4.41,47,32,357,29.671812,-95.527209,40,5870257,24,9,307,0,2007
2,5.0,25,19,357,29.683074,-95.385663,40,11361357,48,9,263,0,2015
2,4.44,10,9,357,29.752155,-95.350934,40,9238089,120,25,352,2,2016
2,4.96,66,52,608,29.574503,-95.412465,40,2037455,67,17,301,1,2012
2,4.79,48,43,608,29.575687,-95.412482,40,5779515,56,18,396,0,2018
2,4.2,7,5,291,29.506745,-95.157848,40,8252770,85,49,9,2,2015
2,5.0,5,4,357,29.746491,-95.308254,40,14615402,58,4,266,0,2011
2,4.91,39,32,774,29.650526,-95.660774,40,4860834,82,33,52,0,2014
2,1.5,3,2,357,29.621181,-95.224279,40,8323259,35,8,256,0,2014
2,4.94,59,49,357,29.745102,-95.39191,40,1618356,35,17,54,2,2011
3,4.8,56,50,506,29.555005,-95.541668,40,5136026,28,49,314,0,2013
2,4.74,65,50,357,29.727884,-95.481867,40,1821886,75,8,65,0,2011
2,4.88,152,129,506,29.555223,-95.541236,40,1468529,28,49,95,0,2016
2,5.0,7,6,774,29.649896,-95.660581,40,4860834,55,37,290,2,2016
2,5.0,9,8,357,29.774725,-95.690638,40,8465704,35,49,66,0,2018
2,1.0,2,1,357,29.746675,-95.307274,40,14615402,55,33,111,0,2011
2,4.92,33,25,506,29.536677,-95.554034,40,6812571,26,49,38,0,2009
2,5.0,27,23,357,29.738272,-95.479774,40,1821886,75,33,111,0,2012
2,4.0,12,9,357,29.704152,-95.366628,40,5318976,50,18,121,0,2015
2,4.9,12,10,506,29.554737,-95.541214,40,6812571,26,49,66,0,2011
2,4.82,66,57,506,29.535746,-95.553805,40,4119986,26,49,66,0,2011
2,4.89,111,93,506,29.536813,-95.552605,40,1541014,26,49,66,0,2011
2,5.0,8,7,389,29.703032,-95.762906,40,4443967,89,26,345,2,2016
2,4.92,58,49,389,29.766259,-95.838882,40,3579411,129,3,16,0,2017
2,4.79,146,116,357,29.72692,-95.481329,40,1821886,75,4,266,0,2008
2,4.94,60,51,506,29.554604,-95.541219,40,1468529,25,49,95,0,2010
2,4.92,29,26,506,29.53718,-95.553572,40,4119986,25,49,95,0,2010
2,5.0,24,19,357,29.728862,-95.471361,40,1821886,75,33,170,2,2011
2,4.83,6,6,389,29.767126,-95.838387,40,3579411,119,0,243,2,2014
2,5.0,10,9,357,29.775728,-95.690063,40,8465704,35,18,377,2,2020
2,4.83,7,6,506,29.536102,-95.552235,40,4119986,28,49,95,0,2015
2,4.91,25,22,506,29.555245,-95.54122,40,5136026,28,49,95,0,2014
3,4.95,20,19,506,29.554911,-95.542132,40,1468529,26,49,314,0,2011
2,4.82,47,38,506,29.554892,-95.541126,40,6812571,26,49,66,0,2011
2,4.62,54,42,357,29.701264,-95.618301,40,2532449,57,49,66,0,2016
2,4.94,34,31,506,29.537634,-95.553217,40,6812571,25,49,95,0,2009
2,5.0,31,29,506,29.554677,-95.541552,40,5136026,26,49,66,0,2009
2,4.95,21,19,506,29.536149,-95.553116,40,4119986,26,49,95,0,2013
2,4.98,55,44,506,29.53763,-95.55387,40,6812571,23,49,95,0,2006
2,5.0,1,1,389,29.86105,-95.719646,40,9349914,30,49,66,0,2016
2,4.82,69,55,506,29.536599,-95.553265,40,1541014,25,49,95,0,2010
2,4.91,61,54,506,29.535496,-95.553104,40,1541014,23,49,95,0,2008
2,5.0,7,7,357,29.740061,-95.58766,40,8465704,29,23,157,0,2019
2,5.0,6,6,357,29.775815,-95.691638,40,8465704,27,18,121,0,2019
2,4.84,58,45,357,29.702022,-95.619414,40,2532449,57,17,31,0,2019
3,5.0,7,5,357,29.7289,-95.48014,40,1821886,48,8,417,2,2009
2,5.0,5,5,357,29.745875,-95.458299,40,1331380,65,33,46,0,2017
2,4.86,7,7,506,29.536327,-95.552758,40,1541014,25,49,95,0,2010
2,5.0,19,18,389,29.703037,-95.762885,40,4443967,62,37,290,2,2015
2,4.71,23,21,357,29.771998,-95.592032,40,9291316,54,49,66,0,2018
2,5.0,3,2,506,29.552217,-95.551386,40,3100936,199,13,431,4,2016
0,5.0,1,1,506,29.551451,-95.551541,40,3100936,275,33,404,4,2018
2,5.0,6,6,774,29.650736,-95.65999,40,4860834,40,49,66,0,2013
2,5.0,3,2,774,29.647709,-95.648718,40,2166902,45,49,66,0,2011
3,5.0,1,1,389,29.736439,-95.820048,40,4354077,75,26,113,0,2016
2,4.0,2,2,506,29.555318,-95.541608,40,1468529,26,49,95,0,2013
2,4.5,5,4,389,29.860459,-95.720254,40,9349914,30,49,66,0,2016
1,5.0,2,1,792,34.913666,-86.81863,1,11995889,251,48,288,2,2018
3,5.0,5,3,361,34.722396,-86.585458,1,3666550,44,8,449,0,2017
2,5.0,7,5,361,34.757135,-86.690938,1,11182579,99,13,291,0,2017
2,4.76,23,17,361,34.73897,-86.590915,1,11010167,44,23,399,0,2018
1,5.0,1,1,461,34.731649,-86.740189,1,9681825,200,48,289,2,2020
2,5.0,3,3,361,34.635667,-86.725193,1,13257404,68,33,111,0,2011
2,5.0,3,3,361,34.610931,-86.550137,1,13776262,38,18,121,0,2020
2,4.91,12,11,767,38.982457,-77.439304,42,9726700,60,22,452,2,2011
0,5.0,5,5,27,39.072427,-77.50205,42,1726075,73,33,166,2,2012
1,5.0,25,24,27,38.99859,-77.499347,42,11636112,90,48,286,0,2019
1,4.84,22,19,680,39.004263,-77.405047,42,449378,100,48,287,0,2015
2,5.0,18,17,128,38.913803,-77.500318,42,1410671,78,40,71,2,2015
1,5.0,9,8,810,38.930897,-77.239077,42,7442589,93,48,286,0,2017
3,4.56,33,27,339,38.943526,-77.403348,42,7142543,35,17,218,0,2013
2,5.0,5,5,767,39.007824,-77.439622,42,15461487,49,51,458,2,2019
1,4.8,11,10,339,38.9546,-77.383223,42,9439889,129,48,287,0,2015
1,4.86,80,73,767,39.005077,-77.405856,42,449378,57,8,44,0,2017
2,5.0,85,78,339,38.947896,-77.418401,42,7686658,33,18,396,0,2015
2,5.0,10,10,128,38.891082,-77.430408,42,4737093,58,49,201,2,2015
3,5.0,6,6,767,38.999993,-77.417976,42,6808805,40,49,314,0,2017
2,5.0,1,1,767,38.982735,-77.408464,42,7682338,34,37,32,0,2013
2,5.0,4,4,339,38.947868,-77.419451,42,7686658,39,10,74,0,2015
3,4.93,79,70,767,39.004159,-77.40485,42,449378,53,8,449,0,2017
2,5.0,4,4,339,38.920411,-77.419817,42,1978026,79,22,187,3,2020
2,5.0,1,1,27,39.016959,-77.455915,42,12805246,90,20,329,2,2014
2,5.0,40,35,27,39.049612,-77.512478,42,8635851,55,31,60,2,2019
2,5.0,11,10,339,38.947197,-77.418757,42,7686658,37,10,191,1,2014
2,4.96,63,57,339,38.946946,-77.417943,42,7686658,26,23,157,0,2010
1,5.0,7,6,289,39.365451,-77.442905,20,14700083,220,48,286,0,2020
2,5.0,20,17,339,38.946811,-77.418597,42,7686658,26,8,256,0,2012
2,4.85,104,92,767,39.003946,-77.404685,42,449378,75,13,142,3,2014
2,5.0,17,15,128,38.913416,-77.500433,42,1410671,94,4,266,0,2020
2,4.96,29,28,128,38.913331,-77.500221,42,1410671,43,33,46,0,2008
3,4.74,135,119,767,39.004285,-77.403997,42,449378,46,8,449,0,2013
1,5.0,1,1,767,39.044704,-77.397782,42,8810919,150,48,288,2,2018
2,5.0,1,1,128,38.874415,-77.42262,42,4442142,44,49,66,0,2017
2,5.0,1,1,125,38.850445,-77.444268,42,902124,171,1,186,0,2019
2,5.0,1,1,125,38.850528,-77.444783,42,902124,136,1,405,2,2019
2,5.0,24,21,128,38.875783,-77.422337,42,4442142,38,23,399,0,2016
2,5.0,5,3,27,38.95819,-77.554931,42,10841270,58,49,387,1,2012
2,5.0,15,13,128,38.87438,-77.421899,42,4442142,37,23,157,0,2017
2,4.75,19,16,128,38.875463,-77.421882,42,4442142,38,31,273,1,2010
2,5.0,8,7,128,38.929541,-77.543968,42,12801222,49,17,54,2,2015
2,5.0,10,9,257,38.860842,-77.334834,42,14387586,37,18,396,0,2013
2,5.0,5,4,128,38.875547,-77.422247,42,4442142,34,23,157,0,2014
2,5.0,35,31,27,39.049569,-77.513312,42,8635851,35,31,265,0,2018
2,5.0,18,18,128,38.87643,-77.422403,42,4442142,40,49,478,0,2020
2,5.0,4,3,257,38.860563,-77.335129,42,14387586,35,18,396,0,2013
2,4.7,11,10,128,38.929517,-77.542499,42,12801222,39,17,76,0,2014
2,5.0,6,4,257,38.860444,-77.336251,42,14387586,33,37,382,0,2014
2,4.96,33,24,810,38.916547,-77.241631,42,3276160,59,25,352,2,2013
2,4.92,17,13,257,38.861754,-77.335296,42,14387586,29,49,95,0,2009
2,5.0,44,40,427,39.110085,-77.576495,42,6228392,35,33,46,0,2010
2,4.83,54,35,821,38.916398,-77.028671,7,435262,42,31,265,0,2016
2,4.58,32,31,8,38.794913,-77.061276,42,2520469,34,17,29,0,2012
2,4.75,31,24,128,38.92253,-77.519684,42,5092312,35,49,66,0,2014
2,4.85,31,27,810,38.915714,-77.241402,42,3276160,39,4,266,0,2011
2,4.8,27,25,8,38.792584,-77.065029,42,2520469,30,17,76,0,2008
2,4.79,55,42,664,39.060651,-77.116164,20,3276160,35,4,266,0,2010
2,5.0,7,6,358,29.941352,-95.247803,40,7914909,108,25,351,2,2014
0,5.0,29,24,358,29.941628,-95.247941,40,7914909,52,33,166,2,2012
2,4.98,49,41,654,29.701562,-95.789144,40,282877,40,0,205,0,2013
2,4.8,10,10,357,29.953944,-95.328853,40,7914909,150,3,18,0,2013
1,5.0,20,18,756,30.06039,-95.521106,40,3163475,139,48,287,0,2015
1,5.0,43,41,358,29.94572,-95.251403,40,8893199,111,48,286,0,2018
2,4.66,199,148,357,29.747246,-95.366953,40,175408,50,0,205,0,2017
2,5.0,14,10,357,29.812901,-95.382839,40,1295079,151,3,371,0,2018
2,5.0,1,1,535,30.166815,-95.197037,40,8880852,100,8,65,0,2017
2,5.0,9,9,357,29.729994,-95.470363,40,1821886,225,2,440,0,2012
2,5.0,16,15,357,29.938658,-95.503783,40,14404700,30,49,66,0,2013
2,5.0,18,15,174,29.979653,-95.666075,40,11288597,250,40,72,0,2016
2,4.82,23,22,357,29.76088,-95.360051,40,3636469,199,38,394,0,2017
2,4.89,58,46,174,29.978118,-95.652379,40,8095143,59,33,46,0,2016
2,4.82,71,67,357,30.021017,-95.38328,40,5887443,120,3,18,0,2011
2,4.83,22,18,357,29.727958,-95.480595,40,1821886,129,30,184,0,2016
2,5.0,1,1,174,29.916896,-95.689361,40,14614990,68,3,21,0,2016
1,5.0,3,2,357,29.865169,-95.673319,40,4826169,179,48,286,0,2019
2,5.0,6,6,357,29.939892,-95.504306,40,14404700,53,50,421,2,2018
2,4.67,6,6,160,30.316136,-95.482818,40,1640251,74,26,345,2,2016
2,4.69,16,13,357,29.727761,-95.48051,40,1821886,134,40,45,0,2011
2,4.56,99,81,756,30.081953,-95.51353,40,1509509,90,3,17,0,2014
2,5.0,6,6,357,30.009574,-95.486252,40,11109982,199,26,231,2,2019
2,5.0,3,3,357,29.765308,-95.625622,40,15590505,63,20,323,0,2014
2,4.89,60,55,357,30.019431,-95.381066,40,5887443,45,22,356,2,2015
2,5.0,14,11,357,29.745594,-95.465064,40,212695,106,4,468,2,2012
2,4.85,79,72,357,30.019721,-95.382956,40,5887443,42,37,290,2,2012
2,4.87,98,87,357,30.01943,-95.381058,40,5887443,29,17,29,0,2010
3,5.0,9,5,357,30.006675,-95.379783,40,953362,58,17,31,0,2019
2,5.0,20,16,174,29.883712,-95.689757,40,6989230,44,17,301,1,2013
2,4.84,76,64,357,30.019797,-95.379648,40,5887443,39,49,333,2,2012
2,5.0,6,5,160,30.246392,-95.411355,40,11032884,44,37,446,0,2015
2,5.0,10,9,357,29.797432,-95.550889,40,3219842,75,19,323,0,2018
2,4.87,46,39,357,30.017949,-95.381122,40,5887443,42,8,128,2,2015
2,4.86,95,87,357,30.019478,-95.381222,40,5887443,29,45,489,0,2011
2,4.83,129,115,357,30.018172,-95.381861,40,5887443,29,8,103,0,2014
2,5.0,9,8,357,30.018566,-95.381553,40,5887443,45,22,75,2,2016
2,4.91,61,53,357,30.019429,-95.381072,40,5887443,32,13,154,0,2014
2,4.8,36,30,357,30.019536,-95.381183,40,5887443,39,49,333,2,2012
2,4.86,74,63,357,30.018876,-95.380761,40,5887443,29,8,103,0,2013
2,5.0,13,12,357,29.97829,-95.508117,40,12798083,27,13,154,0,2015
2,4.75,78,69,357,30.018914,-95.380667,40,5887443,37,37,360,2,2013
2,4.83,27,24,756,30.055384,-95.389545,40,2152137,55,11,277,2,2016
2,4.89,32,28,357,30.019648,-95.380675,40,5887443,42,13,142,3,2010
2,4.88,18,17,357,30.019523,-95.381089,40,5887443,45,22,356,2,2017
2,4.86,45,44,357,30.019577,-95.381512,40,5887443,32,6,444,0,2013
2,5.0,9,9,357,30.01936,-95.381796,40,5887443,42,13,132,2,2017
2,4.84,62,51,357,29.961147,-95.440438,40,5342714,27,23,399,0,2013
2,4.97,38,35,357,30.019454,-95.380574,40,5887443,45,8,256,0,2017
2,5.0,2,2,357,29.978396,-95.507245,40,12798083,28,8,103,0,2016
2,4.74,102,87,357,30.019438,-95.381067,40,5887443,30,37,159,3,2014
2,4.92,30,26,357,30.01943,-95.381578,40,5887443,42,8,128,2,2014
2,4.71,10,7,357,30.019212,-95.382147,40,5887443,42,8,128,2,2015
2,4.93,78,55,357,29.959925,-95.439799,40,5342714,25,50,221,0,2007
2,4.72,27,25,357,30.01992,-95.381316,40,5887443,30,31,273,1,2013
2,5.0,2,1,357,29.821046,-95.483616,40,15289116,990,24,181,0,2010
2,5.0,4,3,357,29.728219,-95.466435,40,129912,199,25,353,2,2014
2,4.83,15,12,357,29.959769,-95.438891,40,5342714,27,23,399,0,2014
2,5.0,25,23,357,30.019864,-95.38125,40,5887443,39,49,333,2,2010
2,4.73,38,33,357,30.019882,-95.380701,40,5887443,29,8,103,0,2014
2,5.0,18,17,357,29.727364,-95.480591,40,1821886,89,33,46,0,2015
2,4.62,16,13,357,29.959806,-95.439902,40,5342714,27,18,396,0,2011
2,5.0,5,4,174,29.994649,-95.627289,40,373397,132,10,74,0,2019
2,5.0,61,58,806,37.866713,-97.373876,16,4645414,43,4,274,0,2010
2,5.0,5,4,806,37.848302,-97.372425,16,4645414,425,5,88,0,2011
2,5.0,20,18,853,37.736834,-97.229792,16,9552808,200,8,99,0,2017
2,5.0,71,67,806,37.866209,-97.373565,16,4645414,44,33,111,0,2010
2,5.0,2,2,18,37.717652,-97.144265,16,1477199,56,37,159,3,2019
2,5.0,2,2,806,37.865464,-97.373934,16,4645414,499,5,87,0,2013
2,4.67,6,6,853,37.691844,-97.371625,16,1545357,95,26,295,2,2017
2,5.0,4,2,853,37.717562,-97.188335,16,14880540,100,4,266,0,2012
2,5.0,134,118,367,39.912999,-86.136755,15,106644,34,49,95,0,2016
2,4.93,152,130,367,39.913024,-86.135739,15,106644,42,8,390,3,2009
2,5.0,2,1,367,39.703071,-85.987424,15,2212648,69,38,394,0,2016
2,5.0,6,4,548,40.070356,-85.989419,15,15089861,43,50,127,0,2010
3,4.98,111,99,367,39.912136,-86.137382,15,106644,34,17,218,0,2014
2,4.98,140,126,548,40.000758,-86.065568,15,106644,64,9,307,1,2017
2,5.0,3,2,367,39.912441,-86.137767,15,106644,38,49,479,0,2017
2,4.98,51,48,548,40.000722,-86.065466,15,106644,77,17,370,0,2007
2,5.0,2,1,367,39.912363,-86.137464,15,106644,38,49,479,0,2017
2,5.0,11,9,846,40.034583,-86.112023,15,10121840,74,22,452,2,2015
1,5.0,35,33,367,39.778781,-86.179257,15,1084544,185,48,286,0,2018
1,5.0,10,6,367,39.901023,-86.149745,15,228309,195,48,288,2,2018
1,4.98,58,57,268,39.971594,-85.871623,15,1084544,126,48,286,0,2018
2,5.0,18,14,367,39.911989,-86.136738,15,106644,39,18,28,0,2014
3,5.0,24,21,548,40.000449,-86.065727,15,106644,54,49,314,0,2016
2,5.0,2,2,548,40.000619,-86.064664,15,106644,42,49,479,0,2018
2,5.0,7,5,548,40.000265,-86.065347,15,106644,38,49,478,0,2020
2,5.0,12,9,367,39.877835,-86.228245,15,14637757,98,3,17,0,2012
2,5.0,55,50,548,40.00086,-86.065542,15,106644,150,49,408,0,2020
2,4.92,60,52,37,39.787635,-86.371089,15,847810,42,18,396,0,2018
2,5.0,5,4,367,39.757932,-86.135237,15,10017171,94,4,274,0,2012
2,5.0,55,46,37,39.78907,-86.373101,15,847810,50,18,434,2,2019
2,5.0,3,3,321,39.607449,-86.077866,15,825633,40,0,410,0,2015
3,4.8,54,46,37,39.788275,-86.370755,15,847810,45,8,449,0,2016
1,5.0,19,18,548,40.06995,-85.993093,15,6545985,132,48,287,0,2015
2,4.93,47,44,367,39.812878,-86.148448,15,8824385,45,17,76,0,2013
2,4.93,17,14,367,39.881728,-85.938178,15,47878,39,8,390,3,2008
2,4.94,60,47,367,39.88369,-85.938167,15,47878,37,13,142,3,2007
2,4.96,54,50,367,39.745745,-86.024926,15,9658409,38,13,132,2,2015
2,4.92,16,13,367,39.85099,-86.343984,15,2323318,39,8,103,0,2015
2,5.0,8,7,268,39.941928,-85.977328,15,37775,36,20,163,0,2012
2,5.0,29,29,625,39.705851,-86.367329,15,13001642,43,8,128,2,2019
2,5.0,25,22,625,39.707095,-86.366462,15,13001642,40,8,433,2,2019
1,5.0,11,10,375,30.253989,-81.53693,9,8690885,125,48,286,0,2018
1,4.89,37,28,375,30.329718,-81.653005,9,3375565,168,48,286,0,2019
2,5.0,34,30,376,30.25458,-81.391972,9,1795139,84,4,468,2,2015
2,4.98,123,113,375,30.334971,-81.791623,9,742089,139,8,99,0,2019
2,4.94,92,77,375,30.332908,-81.792505,9,742089,139,8,99,0,2019
2,5.0,58,49,375,30.333714,-81.793613,9,742089,124,21,145,0,2015
2,4.97,84,70,375,30.333689,-81.793612,9,742089,139,8,100,0,2014
1,5.0,6,6,375,30.105492,-81.589734,9,4822331,142,48,286,0,2020
2,4.57,7,7,375,30.293727,-81.606324,9,2447673,55,8,140,4,2015
2,4.99,78,71,375,30.324085,-81.523021,9,3102577,45,49,95,0,2016
2,5.0,34,24,375,30.334317,-81.793684,9,742089,139,8,100,0,2014
2,5.0,41,38,375,30.335201,-81.792844,9,742089,124,40,72,0,2014
2,5.0,7,7,375,30.474615,-81.636417,9,14029825,125,8,65,0,2016
2,4.97,45,38,375,30.333369,-81.793421,9,742089,124,30,184,0,2016
2,4.98,134,119,375,30.332938,-81.792468,9,742089,139,8,99,0,2019
2,5.0,79,62,375,30.269403,-81.795106,9,739106,207,40,72,0,2014
2,5.0,4,3,375,30.294171,-81.608758,9,2447673,99,8,140,4,2016
1,5.0,8,7,687,30.06164,-81.635458,9,11197972,135,48,286,0,2018
2,5.0,56,39,375,30.333764,-81.793613,9,742089,86,4,482,0,2014
2,5.0,61,48,375,30.333175,-81.793082,9,742089,86,40,45,0,2011
2,4.92,55,48,375,30.333505,-81.791274,9,742089,86,33,369,0,2013
3,4.95,48,40,375,30.32379,-81.52181,9,3102577,45,13,49,0,2016
2,4.87,138,111,375,30.329695,-81.653303,9,3375565,72,10,110,2,2017
2,5.0,7,7,375,30.351638,-81.489142,9,11169927,211,38,394,0,2019
2,5.0,2,1,375,30.196113,-81.545734,9,11630543,110,8,65,0,2019
2,4.98,58,45,375,30.333316,-81.793355,9,742089,86,4,262,0,2016
2,4.5,13,8,375,30.293293,-81.608942,9,2447673,49,23,381,1,2016
2,4.25,5,4,375,30.281897,-81.755167,9,3926181,275,8,99,0,2016
2,5.0,31,29,375,30.361985,-81.501306,9,10181276,28,52,484,0,2015
3,5.0,11,11,375,30.179244,-81.555936,9,6282719,28,49,314,0,2011
2,4.82,142,116,375,30.329507,-81.652951,9,3375565,50,22,356,2,2017
2,5.0,17,15,265,30.639914,-81.453123,9,11135847,84,22,452,2,2017
2,5.0,49,39,375,30.332931,-81.792444,9,742089,86,4,3,0,2015
2,5.0,20,14,375,30.105223,-81.58917,9,4822331,39,13,154,0,2017
2,5.0,55,49,375,30.335106,-81.79302,9,742089,84,33,52,0,2014
2,4.96,28,27,762,29.97616,-81.527345,9,6282719,55,49,66,0,2018
2,4.94,34,31,375,30.332996,-81.792377,9,742089,109,33,283,1,2016
2,5.0,51,42,375,30.335319,-81.792305,9,742089,84,4,467,2,2016
2,5.0,7,7,375,30.176601,-81.622718,9,14822238,69,31,265,0,2017
2,5.0,2,2,375,30.333988,-81.791261,9,742089,79,10,74,0,2016
2,5.0,69,53,375,30.334124,-81.793676,9,742089,84,4,267,0,2016
2,5.0,54,37,375,30.333328,-81.791702,9,742089,84,33,52,0,2016
2,4.98,48,42,375,30.333024,-81.792467,9,742089,84,33,167,2,2015
2,5.0,32,27,375,30.334025,-81.793578,9,742089,79,33,52,0,2016
2,4.67,4,3,375,30.333396,-81.792209,9,742089,84,33,52,0,2016
2,5.0,6,4,459,30.278961,-82.118878,9,15108303,35,8,128,2,2010
2,5.0,139,108,375,30.333127,-81.791778,9,742089,54,17,76,0,2018
2,5.0,120,104,375,30.333751,-81.791307,9,742089,54,8,103,0,2018
2,5.0,13,11,375,30.334511,-81.79131,9,742089,54,10,191,1,2018
2,5.0,5,5,375,30.2479,-81.560233,9,15323260,85,22,192,2,2018
2,5.0,27,22,375,30.149466,-81.575978,9,8516849,50,18,434,2,2017
2,4.77,54,48,375,30.346418,-81.474448,9,5271763,69,37,290,2,2015
2,5.0,17,14,269,30.081298,-81.717311,9,11264132,39,31,61,2,2016
2,4.89,19,18,375,30.346627,-81.476631,9,5271763,67,49,95,0,2017
3,4.4,7,5,375,30.323941,-81.519119,9,2253073,75,13,162,0,2017
2,5.0,34,31,375,30.346676,-81.47553,9,5271763,49,49,478,0,2019
2,4.5,3,2,269,30.079986,-81.717422,9,11264132,37,8,103,0,2018
2,5.0,4,3,296,29.619809,-82.359784,9,15565966,45,37,360,2,2014
2,5.0,6,6,382,37.094896,-94.47981,24,5941664,160,8,99,0,2016
2,4.82,161,130,422,36.076479,-115.111999,32,3484421,38,17,76,0,2016
2,5.0,26,25,337,36.035104,-115.074624,32,2418456,110,4,242,0,2015
2,4.92,243,200,422,36.074702,-115.113509,32,3484421,69,8,65,0,2017
2,4.86,113,105,422,36.144428,-115.234389,32,1427288,199,37,176,0,2016
2,5.0,98,94,422,36.019722,-115.126999,32,4041962,128,4,242,0,2016
2,5.0,1,1,422,36.014897,-115.149305,32,14838549,60,3,24,0,2018
2,4.94,42,36,422,36.05328,-115.28107,32,11139805,39,17,29,0,2017
1,4.86,44,36,422,36.160249,-115.252918,32,3379701,140,48,288,2,2016
2,5.0,22,20,422,36.014572,-115.295288,32,10152016,109,4,242,0,2018
2,4.77,120,98,422,36.075757,-115.113871,32,3484421,122,40,255,2,2016
1,4.98,148,127,422,36.12146,-115.168566,32,499176,166,48,288,2,2016
2,4.61,55,41,422,36.075599,-115.113674,32,3484421,60,37,311,2,2015
2,4.95,157,137,422,36.07589,-115.113426,32,3484421,129,21,145,0,2016
2,4.86,268,221,422,36.07582,-115.113707,32,3484421,110,40,45,0,2013
2,5.0,6,4,422,36.010936,-115.136285,32,10081141,125,30,184,0,2017
2,4.64,76,58,422,36.075494,-115.113868,32,3484421,64,10,110,2,2016
2,4.97,148,133,422,36.144652,-115.234743,32,1427288,129,1,7,0,2016
2,5.0,68,67,422,36.131029,-115.303106,32,6060969,149,37,176,0,2009
2,4.89,160,134,422,36.067575,-115.154436,32,1970699,109,40,45,0,2013
2,4.96,56,45,422,36.217469,-115.213213,32,10446599,128,30,184,0,2016
2,5.0,9,7,422,36.012105,-115.135359,32,10081141,120,30,184,0,2017
1,4.81,18,16,422,36.119822,-115.218479,32,1059858,133,48,286,0,2018
2,4.91,191,160,422,36.075661,-115.113243,32,3484421,88,4,262,0,2017
2,5.0,27,24,337,35.990818,-115.140473,32,3980692,150,33,363,0,2016
2,5.0,24,18,337,36.03488,-115.075026,32,2418456,114,25,353,2,2015
1,4.99,113,107,422,36.068985,-115.173498,32,8572551,99,48,286,0,2018
2,5.0,51,41,422,36.010103,-115.13543,32,10081141,75,10,73,0,2018
1,5.0,8,7,422,36.108279,-115.219219,32,5305692,127,48,286,0,2020
2,5.0,52,41,422,36.025874,-115.14074,32,10860604,136,7,131,2,2017
2,4.85,64,55,422,36.076519,-115.113234,32,3484421,49,22,75,2,2017
1,4.91,15,11,422,36.039898,-115.248788,32,7157622,160,48,288,2,2018
2,4.96,116,98,422,36.069442,-115.176973,32,7760302,71,22,452,2,2016
2,5.0,92,79,422,36.13093,-115.30363,32,6060969,148,25,353,2,2014
3,5.0,25,23,337,35.998014,-114.990523,32,10980906,209,4,485,0,2015
1,4.89,12,9,422,36.257383,-115.239692,32,1346527,180,48,286,0,2020
2,4.82,45,38,422,36.075545,-115.113099,32,3484421,49,37,360,2,2018
2,4.92,168,146,422,36.076842,-115.112487,32,3484421,102,4,468,2,2015
1,5.0,1,1,422,36.089501,-115.294903,32,10377150,138,48,288,2,2018
2,5.0,8,8,422,36.016207,-115.293609,32,10152016,149,3,413,0,2020
2,4.95,267,232,422,36.14437,-115.236045,32,1427288,172,40,15,0,2014
1,5.0,47,41,337,35.951786,-115.127117,32,9728899,103,48,286,0,2018
2,5.0,14,13,422,36.052048,-115.280828,32,11139805,69,22,452,2,2017
2,4.67,13,12,422,36.136858,-115.233815,32,12233184,229,37,176,0,2017
1,4.74,36,34,422,36.016245,-115.294477,32,10152016,90,48,286,0,2020
2,4.96,56,53,422,36.036991,-115.137326,32,5043236,299,8,100,0,2014
2,4.97,41,38,422,36.13074,-115.302224,32,6060969,109,7,130,2,2015
1,5.0,83,74,422,36.072793,-115.187316,32,9427663,189,48,287,0,2016
