fuelType,rating,renterTripsTaken,reviewCount,locationcity,locationlatitude,locationlongitude,locationstate,ownerid,vehiclemake,vehiclemodel,vehicletype,vehicleyear
2,4.9,14,10,669,42.262017,-83.333824,22,15158739,22,454,2,2020
0,4.99,72,68,754,47.651653,-117.458784,43,4040830,50,425,2,2008
2,4.89,83,64,452,33.976199,-118.41768,4,1347938,4,482,0,2013
2,5.0,47,44,694,32.751785,-117.049297,4,10006641,4,4,0,2016
2,4.91,26,22,651,39.522856,-119.788851,32,12266962,23,302,0,2015
2,5.0,7,6,690,29.514465,-98.537979,40,64265,23,302,0,2015
2,4.73,79,62,531,36.144524,-86.667723,39,7326774,9,263,0,2013
2,5.0,37,34,690,29.679326,-98.437502,40,5238887,40,308,0,2013
3,4.91,74,67,783,27.981446,-82.547784,9,7493945,49,314,0,2007
2,4.5,5,4,799,32.260294,-110.799203,3,9241620,40,308,0,2013
2,4.98,52,46,415,39.734809,-105.07963,5,4057191,13,142,3,2008
2,4.0,7,5,368,33.953458,-118.374818,4,3783983,4,266,0,2009
2,5.0,17,16,183,28.207784,-81.631091,9,9112918,33,46,0,2016
2,5.0,7,7,489,25.76525,-80.194298,9,1727218,27,84,0,2020
2,4.91,13,11,586,28.554644,-81.377944,9,11205051,40,45,0,2014
2,4.91,42,35,378,40.725115,-74.040461,30,7825483,40,45,0,2014
2,4.89,33,27,34,39.697029,-104.8099,5,5290965,18,434,2,2019
2,5.0,23,19,378,40.72536,-74.038094,30,3746853,40,255,2,2016
2,4.79,138,117,502,44.98787,-93.248541,23,1300675,49,95,0,2011
3,5.0,18,17,34,39.719834,-104.701169,5,4913195,49,314,0,2014
2,5.0,5,5,489,25.800302,-80.262007,9,1506983,37,382,0,2018
2,4.93,201,158,158,39.869819,-104.78793,5,2318184,37,477,2,2008
2,5.0,4,4,694,32.918251,-117.129932,4,10607762,4,281,0,2008
2,4.71,180,152,489,25.799009,-80.260717,9,637495,17,54,2,2012
2,5.0,2,2,28,35.484145,-82.550781,27,10681742,13,488,0,1968
2,5.0,16,14,390,41.018072,-111.924576,41,11024369,13,138,2,2017
2,4.33,3,3,320,31.819783,-86.616214,1,9500859,8,103,0,2015
2,4.83,198,164,722,47.618574,-122.334358,43,6359397,37,32,0,2015
2,5.0,7,6,422,36.060158,-115.262402,32,8009182,10,349,3,2019
2,4.9,42,42,131,35.322567,-80.848905,27,3742034,4,248,0,2011
2,4.88,19,16,353,21.323238,-157.885094,11,5220624,33,168,2,2017
1,5.0,10,11,421,27.871642,-82.774137,9,1270921,48,287,0,2014
2,4.83,30,23,676,27.714734,-82.448625,9,2224456,8,401,0,2013
2,4.9,66,49,187,33.707521,-84.267661,10,1661563,49,66,0,2018
2,5.0,17,16,130,32.891212,-79.932738,38,960324,13,291,0,2018
2,4.77,84,71,378,40.727949,-74.041753,30,11629547,52,484,0,2015
2,5.0,6,4,586,28.574795,-81.238784,9,15078908,50,221,0,2012
2,4.88,10,8,562,25.911996,-80.152281,9,327969,34,169,2,2020
2,4.96,58,47,556,26.660128,-81.892448,9,8115727,29,91,0,2012
1,4.83,8,6,200,33.903748,-84.280355,10,53029,48,286,0,2020
2,5.0,14,12,250,42.400516,-71.04154,19,1472656,21,462,0,2018
2,5.0,35,30,35,30.281849,-97.742374,40,526216,49,201,2,2019
2,5.0,18,18,644,35.847633,-78.539321,27,3826081,21,145,0,2015
2,5.0,12,10,353,21.297829,-157.85371,11,2989203,0,243,2,2019
2,4.94,75,68,783,27.970853,-82.563062,9,7122299,40,45,0,2006
2,5.0,3,2,170,41.619969,-72.69011,6,1581963,49,387,1,2011
2,4.91,49,35,641,47.1642,-122.358555,43,3237150,22,452,2,2018
2,5.0,20,16,88,39.964791,-104.802403,5,10318818,19,329,2,2018
2,5.0,76,70,694,32.918025,-117.129411,4,10607762,30,184,0,2016
3,5.0,11,10,294,35.60198,-78.76315,27,6973936,4,485,0,2016
2,4.2,7,5,291,29.506745,-95.157848,40,8252770,49,9,2,2015
2,5.0,8,6,159,35.404541,-80.744759,27,14441110,13,160,0,2015
2,5.0,3,2,509,34.133293,-118.004353,4,15501868,46,102,2,2018
2,5.0,9,8,357,30.018566,-95.381553,40,5887443,22,75,2,2016
2,5.0,1,1,502,44.985131,-93.275306,23,15760712,25,353,2,2016
2,5.0,5,4,806,37.848302,-97.372425,16,4645414,5,88,0,2011
2,5.0,23,20,191,39.826263,-104.771815,5,8482745,37,311,2,2016
2,5.0,92,79,422,36.13093,-115.30363,32,6060969,25,353,2,2014
1,5.0,22,20,428,40.369322,-111.845241,41,8538138,48,287,0,2016
2,4.71,7,7,294,35.622529,-78.721203,27,9226540,23,399,0,2012
2,5.0,6,5,42,39.291569,-76.515888,20,1338963,17,29,0,2012
2,5.0,20,19,176,32.824396,-96.789414,40,5494464,22,187,3,2020
2,4.0,1,1,747,40.712662,-111.896372,41,9797838,9,427,1,2012
2,5.0,19,17,94,43.164752,-87.969407,44,4942084,13,150,0,2016
2,5.0,6,5,49,45.461997,-122.887235,35,7793541,13,136,2,2018
2,5.0,3,2,783,27.952128,-82.459269,9,11351604,40,255,2,2015
2,4.36,15,14,672,38.766453,-121.267826,4,10140979,52,484,0,2012
2,4.87,15,15,644,35.85476,-78.718083,27,3140130,13,132,2,2017
2,5.0,16,14,676,27.713477,-82.44903,9,2224456,8,401,0,2013
2,5.0,4,3,698,37.370745,-121.926598,4,8903606,38,394,0,2016
2,4.81,54,48,684,31.957478,-110.980371,3,7015269,13,154,0,2008
2,5.0,14,13,604,34.155694,-118.109212,4,4423729,10,73,0,2018
2,5.0,18,17,357,29.727364,-95.480591,40,1821886,33,46,0,2015
2,5.0,16,10,489,25.79838,-80.264248,9,15412307,38,394,0,2020
2,4.92,44,37,676,27.712986,-82.447945,9,2224456,9,380,0,2010
2,4.89,60,55,357,30.019431,-95.381066,40,5887443,22,356,2,2015
1,4.98,57,51,618,33.670502,-112.122853,3,7212405,48,287,0,2013
1,5.0,59,56,689,40.715668,-111.859758,41,5101775,48,286,0,2018
1,4.0,5,4,617,39.962939,-75.173007,36,3206099,48,286,0,2018
2,2.0,1,1,455,40.410407,-104.997213,5,3856661,4,3,0,2015
2,4.96,26,25,136,41.733567,-87.623147,14,1721129,20,220,2,2013
2,4.53,117,72,415,39.704743,-105.077398,5,2245310,49,387,1,2006
2,4.77,15,13,136,41.807519,-87.751724,14,2578132,17,54,2,2008
2,5.0,3,3,502,44.961892,-93.290589,23,15343605,17,29,0,2010
2,4.9,59,52,815,21.409071,-158.165693,11,4902834,8,99,0,2015
2,4.94,18,17,189,26.320459,-80.164769,9,4344950,8,397,0,2013
2,4.83,91,78,618,33.44924,-111.9875,3,950349,49,478,0,2014
1,4.75,9,8,371,33.681022,-117.83763,4,1186913,8,44,0,2018
1,5.0,1,1,807,45.63698,-122.592608,43,713744,4,487,0,2017
2,5.0,20,14,724,27.978968,-82.285188,9,9422919,38,394,0,2019
1,5.0,53,48,694,32.918526,-117.129858,4,9714002,48,287,0,2015
2,4.94,126,110,452,34.043759,-118.262716,4,5839388,33,164,2,2017
2,4.94,97,81,142,38.705642,-121.312227,4,2624844,17,76,0,2014
2,5.0,11,8,689,40.723439,-111.839846,41,750786,0,410,0,2018
1,4.83,25,18,208,34.037805,-84.171103,10,8655954,48,286,0,2020
2,4.85,290,242,353,21.296529,-157.847504,11,912177,22,452,2,2006
2,4.98,54,47,116,35.785725,-78.810516,27,5804744,33,167,2,2018
2,5.0,21,19,620,39.379486,-76.730972,20,14252503,8,215,0,2018
2,5.0,18,17,505,33.592195,-117.645122,4,9723981,4,262,0,2015
1,4.99,88,80,701,37.554997,-122.307136,4,2036735,48,288,2,2016
2,5.0,63,57,13,40.453749,-111.792497,41,7791670,22,452,2,2018
2,4.77,148,117,415,39.706123,-105.077347,5,2245310,49,415,3,2004
2,5.0,2,2,765,27.769838,-82.6436,9,2480778,33,52,0,2015
2,4.83,47,35,353,21.30489,-157.845701,11,9028291,49,95,0,2015
2,5.0,10,8,228,41.32179,-111.840693,41,939129,49,9,2,2012
2,5.0,15,12,540,40.705392,-74.216453,30,10378067,8,65,0,2017
2,4.85,14,13,34,39.701923,-104.841753,5,8433821,14,27,2,2014
2,4.33,11,9,295,40.048571,-82.865669,33,14585247,10,191,1,2011
2,5.0,43,37,71,26.3832,-80.093978,9,2043564,13,142,3,2017
2,4.62,126,99,452,34.061843,-118.246675,4,3248814,40,72,0,2015
2,5.0,4,4,309,33.633177,-112.161135,3,15361483,17,29,0,2017
1,5.0,6,6,375,30.105492,-81.589734,9,4822331,48,286,0,2020
2,5.0,2,2,422,36.157438,-115.333637,32,5043236,38,394,0,2015
2,4.79,21,19,637,45.564346,-122.593161,35,8808196,46,304,2,2019
2,4.91,31,23,694,32.918256,-117.130353,4,10607762,3,371,0,2010
2,4.86,24,22,705,28.762869,-81.300137,9,10496716,17,151,0,2011
2,4.95,45,39,191,39.765752,-104.903203,5,543152,8,407,2,2012
2,5.0,28,25,797,37.753733,-121.461208,4,7232780,13,136,2,2018
2,5.0,1,1,544,33.645075,-117.865277,4,11237425,30,184,0,2017
2,4.92,234,195,422,36.081529,-115.302389,32,464342,4,242,0,2015
2,4.85,87,80,617,39.923336,-75.147136,36,1806993,49,95,0,2013
2,4.82,18,11,709,35.648514,-106.045212,31,6744409,18,396,0,2016
2,5.0,1,1,586,28.608005,-81.411931,9,3927814,23,381,1,2016
2,5.0,5,4,210,33.928988,-84.342407,10,511103,22,192,2,2017
2,4.97,78,72,141,39.204232,-84.581259,33,10421637,33,52,0,2017
2,5.0,5,5,309,33.535878,-112.292486,3,10423554,8,99,0,2015
2,4.93,17,15,353,21.346705,-157.908018,11,765004,4,274,0,2015
1,5.0,8,7,618,33.448121,-111.983868,3,4009047,48,287,0,2015
2,4.6,65,48,474,33.981474,-118.460352,4,722440,22,83,2,2015
2,4.83,12,12,863,40.890663,-74.194554,30,14433354,4,266,0,2015
2,5.0,25,22,131,35.217423,-80.856722,27,10961166,23,302,0,2013
2,4.97,74,67,586,28.46942,-81.26663,9,3140152,37,382,0,2017
2,4.87,172,143,438,39.192428,-76.683691,20,6064921,17,29,0,2015
2,4.77,80,65,299,33.865964,-118.281567,4,3248814,33,111,0,2018
2,5.0,2,2,682,38.546527,-121.356472,4,6435068,23,399,2,2020
2,5.0,20,14,79,40.888729,-111.891912,41,4920748,41,318,4,2018
2,4.96,28,24,368,33.953341,-118.375119,4,3783983,33,46,0,2016
2,4.86,22,21,618,33.449816,-111.987637,3,13628009,21,145,0,2015
2,4.85,37,33,353,21.305771,-157.845027,11,9028291,50,421,2,2019
2,4.79,45,38,29,33.582376,-84.470943,10,1426383,4,468,2,2009
2,4.95,27,19,488,29.975245,-90.161089,18,198464,23,358,0,2016
2,5.0,2,2,807,45.687545,-122.618466,43,3511449,46,156,2,2009
2,5.0,12,9,110,26.644174,-81.936635,9,11498083,33,111,0,2017
2,5.0,11,9,279,26.578927,-81.849145,9,14211472,4,281,0,2010
1,5.0,15,13,332,33.925568,-118.347658,4,1545708,48,288,2,2019
2,5.0,26,22,283,32.7107,-97.400422,40,7693589,40,45,0,2016
2,5.0,40,35,27,39.049612,-77.512478,42,8635851,31,60,2,2019
2,5.0,2,2,357,29.978396,-95.507245,40,12798083,8,103,0,2016
0,4.93,30,27,136,41.924072,-87.647471,14,3125148,25,354,2,2019
2,5.0,52,46,26,39.812044,-105.135823,5,8904470,8,407,2,2014
2,5.0,2,1,820,37.907449,-122.054672,4,15012731,4,262,0,2017
1,5.0,9,8,449,40.157971,-105.057872,5,1575980,48,286,0,2018
2,4.97,35,32,452,33.944575,-118.371703,4,1300139,23,358,0,2015
2,4.9,24,20,241,38.387192,-121.436341,4,9459412,7,56,0,2019
2,4.67,19,15,657,33.912903,-117.456561,4,2087524,13,291,0,2018
2,4.64,13,11,452,33.945846,-118.372762,4,1300139,13,291,0,2012
2,5.0,14,13,694,32.726131,-117.197446,4,2263885,40,12,0,2017
2,4.0,1,1,690,29.514286,-98.537419,40,64265,29,92,0,2012
2,5.0,13,13,586,28.54666,-81.377734,9,6598076,11,275,0,2012
2,5.0,12,10,422,36.081614,-115.302538,32,464342,40,45,0,2013
3,5.0,24,19,498,47.250456,-122.327138,43,5347012,49,334,2,2018
2,5.0,58,54,467,42.031725,-71.219047,19,793893,4,3,0,2016
2,4.94,101,80,415,39.706864,-105.076578,5,2245310,49,415,3,2016
2,4.74,202,175,618,33.449491,-111.987661,3,950349,49,95,0,2012
2,5.0,10,9,362,42.129536,-83.418983,22,8974418,37,32,0,2017
1,4.92,70,66,131,35.208345,-80.838616,27,2575297,48,286,0,2019
2,5.0,9,8,534,41.682342,-72.772482,6,897554,18,396,0,2017
2,4.88,129,110,371,33.680449,-117.837265,4,1186913,13,291,0,2016
2,5.0,37,35,158,39.907959,-104.736298,5,10369583,37,260,0,2017
2,4.84,63,51,698,37.309319,-121.910511,4,1095222,17,301,1,2014
2,5.0,3,3,10,33.566192,-117.736014,4,1499120,46,156,0,2019
0,5.0,8,7,308,39.168492,-76.644353,20,8929132,50,188,0,2015
2,4.97,67,60,371,33.680501,-117.836847,4,1186913,13,160,0,2019
2,4.97,42,39,35,30.178611,-97.839696,40,10253567,17,76,0,2014
2,4.77,17,13,637,45.567746,-122.591232,35,2459011,33,363,0,2015
2,4.2,6,5,131,35.221701,-80.816505,27,21255,33,46,0,2008
2,4.85,173,123,415,39.70576,-105.077906,5,2245310,49,9,2,2006
2,5.0,21,17,489,25.861382,-80.323812,9,9990258,37,293,1,2017
2,4.59,42,32,586,28.530744,-81.484884,9,2931650,10,191,1,2012
1,5.0,6,5,698,37.274075,-121.889666,4,14941319,48,286,0,2020
2,4.85,72,62,618,33.443731,-111.996403,3,3856661,49,68,0,2007
2,4.87,19,15,452,34.097524,-118.366353,4,10069402,4,10,0,2018
2,4.79,81,53,719,33.601977,-111.880367,3,1096047,6,125,2,2010
2,4.97,128,91,637,45.529253,-122.674331,35,5861496,4,467,2,2016
2,5.0,12,11,652,47.452929,-122.197827,43,404233,8,41,0,2010
2,5.0,19,18,845,40.096165,-82.853041,33,7066139,33,46,0,2016
1,5.0,22,20,337,35.970834,-115.115772,32,5880324,48,287,0,2016
2,5.0,6,6,586,28.365359,-81.327447,9,604362,3,321,2,2018
2,5.0,7,7,375,30.474615,-81.636417,9,14029825,8,65,0,2016
3,5.0,2,2,858,28.515106,-81.618913,9,4392846,4,204,0,2019
2,5.0,8,8,566,40.858215,-111.901356,41,14678809,46,102,2,2016
1,5.0,24,23,207,37.717681,-121.842467,4,6181985,48,286,0,2018
2,4.79,91,71,618,33.448389,-111.987721,3,950349,18,28,0,2017
2,4.71,172,133,502,44.91157,-93.211449,23,1300675,49,95,0,2010
2,5.0,1,1,116,35.774775,-78.877371,27,6690325,13,142,3,2019
2,4.96,61,48,651,39.507084,-119.779147,32,9552456,23,403,2,2017
2,4.97,35,31,452,33.946118,-118.371785,4,1300139,44,393,0,2007
2,4.87,65,52,415,39.705578,-105.07683,5,2245310,49,9,2,2008
3,5.0,57,49,565,41.31447,-81.708508,33,1497130,49,314,0,2018
1,4.9,12,10,585,40.321828,-111.710468,41,11465849,48,286,0,2017
2,4.91,42,33,422,36.076467,-115.112588,32,3484421,22,452,2,2014
2,4.8,11,10,164,26.300107,-80.253834,9,10392344,33,363,0,2014
2,5.0,2,2,743,40.558249,-111.90156,41,15573396,13,142,3,2018
2,4.57,8,7,422,36.102854,-115.230161,32,1270430,4,10,0,2013
2,5.0,18,18,637,45.568248,-122.591675,35,14731540,33,111,0,2017
2,4.91,107,88,490,25.786788,-80.14259,9,9690380,4,3,0,2018
1,5.0,15,14,121,30.471511,-97.825598,40,1351290,48,286,0,2019
2,5.0,9,8,472,33.885875,-84.56284,10,14953193,18,182,0,2014
2,4.96,71,57,276,26.172527,-80.099446,9,9875726,8,99,0,2016
3,5.0,1,1,657,33.993915,-117.347472,4,15397792,49,315,0,2017
2,4.94,41,36,371,33.646327,-117.749031,4,8853685,37,445,0,2017
2,4.77,77,65,586,28.360143,-81.457395,9,4793078,37,290,2,2010
2,5.0,4,4,339,38.920411,-77.419817,42,1978026,22,187,3,2020
2,4.98,68,58,167,33.64029,-117.932838,4,9683913,40,15,0,2018
2,5.0,20,16,417,28.188392,-82.439965,9,14240479,18,122,0,2019
2,5.0,19,19,754,47.67509,-117.432901,43,9923599,23,399,0,2016
2,5.0,36,28,353,21.284054,-157.83871,11,777730,22,452,2,2013
2,5.0,1,1,395,36.109883,-80.067419,27,4442863,49,95,0,2016
2,4.98,65,54,233,35.651699,-97.55544,34,7472911,37,32,0,2009
2,5.0,13,12,829,28.224452,-82.312339,9,14610786,21,144,2,2018
2,4.96,32,23,65,35.617781,-82.317852,27,10027724,22,75,2,2017
2,5.0,17,17,251,21.332033,-158.011816,11,2344770,22,452,2,2018
2,5.0,2,2,257,38.816203,-77.277427,42,7641399,37,382,0,2016
1,5.0,23,21,343,39.559586,-104.962825,5,10558004,48,288,2,2020
2,5.0,6,4,586,28.411721,-81.445421,9,6643950,13,291,0,2017
2,4.83,27,24,452,33.945623,-118.371459,4,1300139,17,76,0,2014
2,4.73,15,11,644,35.860189,-78.716384,27,5821612,31,59,2,2010
2,4.89,160,134,422,36.067575,-115.154436,32,1970699,40,45,0,2013
1,4.83,32,30,494,37.603094,-122.386912,4,254719,48,287,0,2013
3,5.0,19,14,586,28.36496,-81.317461,9,2300827,4,485,0,2016
3,4.87,44,38,694,32.917005,-117.128982,4,10607762,40,308,0,2013
1,5.0,22,22,467,42.029734,-71.219704,19,11338618,48,286,0,2019
2,4.92,16,12,743,40.558769,-111.903431,41,8018380,23,359,0,2019
2,4.97,40,39,279,26.568834,-81.852033,9,1854404,9,427,1,2015
3,5.0,30,26,131,35.187904,-80.742658,27,10201100,49,314,0,2014
2,5.0,51,41,422,36.010103,-115.13543,32,10081141,10,73,0,2018
2,5.0,32,26,618,33.448345,-111.982973,3,4009047,22,75,2,2015
2,4.95,95,83,690,29.609353,-98.606425,40,2714703,8,65,0,2017
2,4.95,23,22,6,35.148891,-106.71102,31,9365496,13,142,3,2012
2,5.0,76,67,637,45.502208,-122.496637,35,6777827,50,36,2,2018
2,4.89,12,9,191,39.775958,-105.036876,5,13620611,13,142,3,2014
2,5.0,101,92,717,42.074367,-88.060302,14,2966298,13,150,0,2017
1,5.0,3,3,191,39.699117,-104.890406,5,3983880,48,286,0,2020
0,4.97,34,30,644,35.665318,-78.694098,27,4541766,4,266,0,2014
2,5.0,33,30,450,28.707856,-81.412032,9,9704656,4,274,0,2016
2,4.9,66,48,502,44.901966,-93.217718,23,2000159,4,482,0,2006
2,5.0,4,4,263,47.28142,-122.305024,43,15063801,37,159,3,2015
2,4.97,41,33,637,45.563365,-122.592566,35,8808196,46,304,2,2019
2,5.0,32,32,768,42.565511,-83.069475,22,11630788,31,280,0,2011
2,5.0,4,2,71,26.329753,-80.115889,9,7374542,10,191,1,2019
2,4.91,13,11,337,36.062644,-115.061635,32,10748357,8,103,0,2014
2,4.96,32,27,546,30.492452,-86.430677,9,9643603,8,65,0,2017
1,4.96,25,25,136,41.889646,-87.630399,14,1149269,48,287,0,2016
2,5.0,17,15,378,40.7395,-74.049719,30,3955554,10,73,0,2017
2,4.82,149,109,415,39.734553,-105.080122,5,4057191,49,333,2,2010
2,4.98,65,61,39,34.128224,-117.890877,4,4229573,18,121,0,2020
2,5.0,19,16,689,40.773864,-111.890684,41,4093629,40,308,0,2018
3,5.0,25,21,378,40.720476,-74.037873,30,9606481,4,485,0,2016
2,4.96,64,57,209,28.002086,-82.794466,9,1758719,37,33,2,2012
2,5.0,43,30,35,30.250087,-97.856532,40,4022601,10,73,0,2019
2,4.94,92,81,717,42.073343,-88.060115,14,2966298,13,150,0,2017
2,4.88,60,33,488,29.974216,-90.161506,18,198464,45,491,0,2008
2,4.91,26,23,570,38.770895,-90.707536,24,9475393,13,138,2,2014
2,4.87,80,69,136,41.776768,-87.753291,14,6380860,17,29,0,2017
2,4.72,95,78,422,36.08137,-115.302832,32,464342,30,190,0,2016
2,5.0,4,3,637,45.541506,-122.864513,35,15669868,46,451,0,2017
2,5.0,10,8,502,44.911254,-93.211513,23,1300675,49,478,0,2008
0,5.0,16,11,580,41.32509,-96.043322,28,3054567,50,309,0,2013
1,5.0,8,7,422,36.108279,-115.219219,32,5305692,48,286,0,2020
2,4.97,148,133,422,36.144652,-115.234743,32,1427288,1,7,0,2016
2,5.0,10,8,537,29.93437,-90.066044,18,9721395,38,394,0,2015
2,4.73,17,15,88,42.567179,-83.810909,22,14903108,8,397,0,2015
2,5.0,28,26,683,28.004335,-82.70538,9,9098257,22,452,2,2018
1,5.0,21,18,121,30.471685,-97.825615,40,1351290,48,288,2,2017
2,5.0,26,25,337,36.035104,-115.074624,32,2418456,4,242,0,2015
2,4.83,129,115,357,30.018172,-95.381861,40,5887443,8,103,0,2014
2,4.85,28,27,514,35.888745,-78.831486,27,12073494,26,210,0,2012
1,5.0,59,54,637,45.570646,-122.694337,35,1005272,48,286,0,2018
2,5.0,27,23,473,33.91835,-84.553948,10,735348,13,142,3,2019
2,5.0,2,1,367,39.912363,-86.137464,15,106644,49,479,0,2017
2,4.96,89,77,811,36.775231,-76.093023,42,7878297,18,28,0,2018
2,5.0,8,7,521,42.074751,-87.928758,14,9611532,26,115,0,2009
2,4.72,41,32,503,35.18576,-80.667711,27,4083567,13,154,0,2014
1,5.0,2,2,347,40.702017,-74.225075,30,2421007,48,286,0,2020
2,4.88,30,26,586,28.437436,-81.396996,9,14406735,33,111,0,2014
2,4.93,152,130,367,39.913024,-86.135739,15,106644,8,390,3,2009
2,4.97,120,104,786,33.427639,-111.954446,3,4144568,8,65,0,2018
2,4.17,8,6,175,32.899833,-97.040301,40,10091194,3,24,0,2019
2,4.83,65,47,698,37.309134,-121.967194,4,1095222,17,76,0,2012
2,5.0,11,10,690,29.44302,-98.692128,40,6107266,36,234,0,2010
2,5.0,13,11,452,33.942133,-118.407573,4,1318430,4,10,0,2018
1,5.0,3,2,214,40.364713,-111.96621,41,397761,48,289,2,2020
2,5.0,19,17,279,26.61041,-81.829332,9,11508088,4,0,0,2010
2,4.92,52,49,370,33.546859,-86.682149,1,6134418,8,103,0,2019
2,5.0,3,2,25,38.862504,-77.056169,42,10728061,33,46,0,2017
2,5.0,7,6,493,21.435068,-158.019866,11,8836511,0,338,2,2008
2,4.56,99,81,756,30.081953,-95.51353,40,1509509,3,17,0,2014
1,5.0,61,60,694,32.809456,-117.142042,4,11304513,48,286,0,2019
2,4.83,10,6,387,39.050296,-94.684965,16,5584584,49,66,0,2020
1,5.0,39,36,682,38.60692,-121.540006,4,927200,8,44,0,2018
2,4.91,38,32,353,21.272828,-157.82084,11,8378024,17,151,0,2015
2,5.0,10,10,161,33.57398,-83.997441,10,15152803,13,291,0,2018
2,5.0,4,2,786,33.33893,-111.903896,3,14096280,4,3,0,2014
2,4.92,45,38,707,33.675936,-117.866792,4,3280890,1,186,0,2019
2,5.0,79,62,375,30.269403,-81.795106,9,739106,40,72,0,2014
1,5.0,3,2,644,35.737846,-78.660241,27,12386171,48,286,0,2020
2,4.87,225,204,694,32.726954,-117.195478,4,3689861,36,284,0,2017
2,5.0,4,3,368,33.946656,-118.359357,4,15082696,37,290,2,2011
2,5.0,15,14,731,47.762373,-122.356801,43,11076021,17,301,1,2013
2,4.87,36,31,353,21.272823,-157.815066,11,467865,49,148,2,2008
2,4.67,84,70,29,33.582189,-84.471143,10,1426383,4,266,0,2011
2,5.0,19,12,62,34.068107,-118.400772,4,5441466,24,203,0,2017
2,4.71,20,17,489,25.79922,-80.260562,9,637495,17,78,0,2020
2,4.93,49,46,694,32.727658,-117.195823,4,1475359,37,360,2,2017
2,4.88,224,195,750,42.472476,-83.238684,22,1370302,10,73,0,2017
2,4.41,34,27,474,33.982329,-118.459418,4,722440,22,312,2,2011
0,4.9,16,10,371,33.655696,-117.756471,4,11424945,50,221,0,2015
3,4.82,83,61,190,30.217841,-97.662414,40,226203,49,314,0,2009
1,4.95,94,83,637,45.568805,-122.590688,35,976194,48,288,2,2017
2,4.71,94,75,617,39.911286,-75.187657,36,4261256,31,273,1,2012
2,5.0,8,3,816,21.37661,-158.020205,11,4209883,13,430,4,2015
1,5.0,3,3,694,32.722331,-117.169674,4,2208994,48,286,0,2018
2,5.0,78,67,688,44.915087,-93.146389,23,2245898,8,416,2,2008
2,4.81,37,27,676,27.715034,-82.447876,9,2224456,29,90,0,2012
2,5.0,11,11,759,37.252018,-93.265087,24,14348234,27,244,2,2015
2,4.87,77,71,378,40.720852,-74.043965,30,2611541,13,291,0,2018
2,4.88,36,33,586,28.554063,-81.379425,9,11205051,40,255,2,2017
2,4.83,87,66,158,39.869868,-104.787643,5,2318184,46,156,2,2013
2,5.0,7,6,617,39.954516,-75.167253,36,10636150,4,468,2,2017
2,5.0,16,12,721,39.924903,-74.076053,30,10144963,4,241,0,2019
3,5.0,1,1,694,32.709764,-117.152982,4,11819748,49,315,0,2017
3,4.83,23,18,222,33.658852,-84.477021,10,4782598,49,314,0,2010
3,5.0,1,1,109,42.319354,-83.447829,22,2857673,4,485,0,2015
2,5.0,2,2,422,36.161536,-115.137832,32,15726910,50,221,0,2014
2,5.0,21,16,722,47.513386,-122.355662,43,6161204,22,452,2,2012
0,5.0,13,12,277,39.120473,-76.740102,20,10078940,50,221,0,2014
2,4.95,21,19,722,47.660728,-122.280633,43,2026318,18,28,0,2019
2,4.81,108,91,637,45.56766,-122.591132,35,2459011,26,180,2,2015
2,5.0,3,3,694,32.917276,-117.128728,4,10607762,30,190,0,2014
2,4.95,89,75,82,27.461851,-82.607941,9,633650,4,274,0,2013
3,5.0,1,1,389,29.736439,-95.820048,40,4354077,26,113,0,2016
2,5.0,42,41,279,26.533668,-81.755345,9,5764729,1,405,2,2018
2,5.0,8,6,689,40.764364,-111.934435,41,14735028,22,452,2,2014
2,5.0,2,2,634,26.232162,-80.091067,9,14570542,7,473,2,2019
2,5.0,9,8,341,25.871753,-80.271791,9,15093807,8,65,0,2019
2,5.0,3,3,400,35.928276,-83.984129,39,11130570,25,352,2,2013
2,4.94,37,31,522,41.977305,-91.473542,12,4175693,26,345,2,2009
2,5.0,3,2,617,39.911046,-75.185898,36,4261256,18,396,0,2017
2,4.93,34,30,338,36.316099,-86.561481,39,9149566,46,217,0,2017
2,4.88,64,59,191,39.765384,-104.905548,5,543152,13,291,0,2007
2,4.97,36,29,251,21.331968,-158.011685,11,2344770,22,452,2,2018
2,5.0,17,15,128,38.913416,-77.500433,42,1410671,4,266,0,2020
2,4.97,43,39,131,35.220026,-80.817538,27,21255,10,73,0,2019
2,4.98,47,43,242,39.185202,-76.7887,20,6787135,26,345,2,2017
2,5.0,6,4,433,30.699419,-97.863688,40,6123565,36,117,2,2019
0,5.0,11,10,260,41.001126,-111.903173,41,11024369,34,404,4,2019
3,4.88,44,40,694,32.726115,-117.162606,4,1614330,8,449,0,2014
2,4.87,18,15,690,29.554397,-98.471074,40,3103133,49,95,0,2016
2,5.0,2,1,838,40.687035,-111.97862,41,8826367,31,265,0,2019
2,5.0,11,11,699,37.699495,-122.140988,4,10334034,22,452,2,2017
2,4.97,36,34,634,26.225393,-80.166129,9,175531,37,360,2,2017
2,4.72,174,141,722,47.649104,-122.323792,43,663789,47,225,0,2013
2,4.93,30,28,272,39.891305,-75.283022,36,10817056,34,46,0,2019
2,4.91,49,44,722,47.696125,-122.325973,43,1006943,49,387,1,2018
2,4.9,76,72,39,34.127844,-117.891292,4,4229573,49,66,0,2018
2,5.0,21,19,241,38.386548,-121.436671,4,9459412,33,369,0,2016
2,4.97,38,35,586,28.446994,-81.241372,9,9448952,23,398,2,2011
